oIMDb,rIMDb,Original Budget,Original Box Office US/CA,Original Box Office Worldwide,Original Length,Original Rating,Original Director Names,Original Director Links,Original Cast Names,Original Cast Links,Original Awards,Remade Budget,Remade Box Office US/CA,Remade Box Office Worldwide,Remade Length,Remade Rating,Remade Director Names,Remade Director Links,Remade Cast Names,Remade Cast Links,Remade Awards
tt0022835,tt0033553,"$535,000 (estimated)",,"$16,615",1h 38m,7.6,Rouben Mamoulian,['https://www.imdb.com/name/nm0541149/'],"Fredric March, Miriam Hopkins, Rose Hobart","['https://www.imdb.com/name/nm0545298/', 'https://www.imdb.com/name/nm0394244/', 'https://www.imdb.com/name/nm0387556/']","Best Actor in a Leading Role
Fredric March


Tied with Wallace Beery for The Champ (1931)., Best Writing, Adaptation
Percy Heath

Samuel Hoffenstein, Best Cinematography
Karl Struss",,"$3,924,000","$5,125,180",1h 53m,6.8,Victor Fleming,['https://www.imdb.com/name/nm0281808/'],"Spencer Tracy, Ingrid Bergman, Lana Turner","['https://www.imdb.com/name/nm0000075/', 'https://www.imdb.com/name/nm0000006/', 'https://www.imdb.com/name/nm0001805/']","Best Cinematography, Black-and-White
Joseph Ruttenberg, Best Film Editing
Harold F. Kress, Best Music, Scoring of a Dramatic Picture
Franz Waxman"
tt0013086,tt0099445,,,,4h 2m,7.8,Fritz Lang,['https://www.imdb.com/name/nm0000485/'],"Rudolf Klein-Rogge, Aud Egede-Nissen, Gertrude Welcker","['https://www.imdb.com/name/nm0459030/', 'https://www.imdb.com/name/nm0250790/', 'https://www.imdb.com/name/nm0919684/']","Best DVD/Blu-Ray Collection
            For 
        Die Pest in Florenz
            , 
        Die Spinnen, 1. Teil - Der Goldene See
            , 
        Die Spinnen, 2. Teil - Das Brillantenschiff
            , 
        Der müde Tod
            , 
        Die Nibelungen: Siegfried
            , 
        Die Nibelungen: Kriemhilds Rache
            , 
        Metropolis
            , 
        Spione
            and 
        Frau im Mond


As a part of the collection ""Fritz Lang: The Silent Films"". The films Harakiri (1919) and Vier um ...                More


As a part of the collection ""Fritz Lang: The Silent Films"". The films Harakiri (1919) and Vier um die Frau (1921) were also included in the nomination.",,,,1h 56m,4.8,Claude Chabrol,['https://www.imdb.com/name/nm0001031/'],"Alan Bates, Jennifer Beals, Jan Niklas","['https://www.imdb.com/name/nm0000869/', 'https://www.imdb.com/name/nm0000884/', 'https://www.imdb.com/name/nm0631761/']",
tt0033563,tt3861390,"$950,000 (estimated)",,"$3,731",1h 4m,7.2,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson","['https://www.imdb.com/name/nm0035899/', 'https://www.imdb.com/name/nm0272568/', 'https://www.imdb.com/name/nm0414144/']","Sterling Holloway, Edward Brophy, Herman Bing","['https://www.imdb.com/name/nm0001359/', 'https://www.imdb.com/name/nm0112395/', 'https://www.imdb.com/name/nm0082884/']","Best Music, Scoring of a Musical Picture
Frank Churchill

Oliver Wallace, Best Music, Original Song
Frank Churchill
(music)

Ned Washington
(lyrics)


For the song ""Baby Mine"".","$170,000,000 (estimated)","$114,766,307","$353,284,621",1h 52m,6.3,Tim Burton,['https://www.imdb.com/name/nm0000318/'],"Colin Farrell, Michael Keaton, Danny DeVito","['https://www.imdb.com/name/nm0268199/', 'https://www.imdb.com/name/nm0000474/', 'https://www.imdb.com/name/nm0000362/']","Best Production Design
Rick Heinrichs, Best Music
Danny Elfman, Best Fantasy Film"
tt0087525,tt21386200,,"$7,889,694","$7,889,694",1h 34m,5.9,Édouard Molinaro,['https://www.imdb.com/name/nm0596850/'],"Kristy McNichol, Michael Ontkean, Kaki Hunter","['https://www.imdb.com/name/nm0001531/', 'https://www.imdb.com/name/nm0648920/', 'https://www.imdb.com/name/nm0402895/']",,,,,2021,,,,,,
tt0087525,tt1160419,,"$7,889,694","$7,889,694",1h 34m,5.9,Édouard Molinaro,['https://www.imdb.com/name/nm0596850/'],"Kristy McNichol, Michael Ontkean, Kaki Hunter","['https://www.imdb.com/name/nm0001531/', 'https://www.imdb.com/name/nm0648920/', 'https://www.imdb.com/name/nm0402895/']",,"$165,000,000 (estimated)","$108,327,830","$402,027,830",2h 35m,8.0,Denis Villeneuve,['https://www.imdb.com/name/nm0898288/'],"Timothée Chalamet, Rebecca Ferguson, Zendaya","['https://www.imdb.com/name/nm3154303/', 'https://www.imdb.com/name/nm0272581/', 'https://www.imdb.com/name/nm3918035/']","Best Sound
Mac Ruth

Mark A. Mangini

Theo Green

Doug Hemphill

Ron Bartlett, Best Achievement in Visual Effects
Paul Lambert

Tristan Myles

Brian Connor

Gerd Nefzer, Best Achievement in Production Design
Patrice Vermette
(production design)

Zsuzsanna Sipos
(set decoration), Best Achievement in Music Written for Motion Pictures (Original Score)
Hans Zimmer



Hans Zimmer was not presented at the awards ceremony. Presenter Jason Momoa accepted the award on ...                More


Hans Zimmer was not presented at the awards ceremony. Presenter Jason Momoa accepted the award on Zimmer's behalf., Best Achievement in Film Editing
Joe Walker, Best Achievement in Cinematography
Greig Fraser, Best Motion Picture of the Year
Mary Parent
(producer)

Denis Villeneuve
(producer)

Cale Boyter
(producer), Best Achievement in Makeup and Hairstyling
Donald Mowat

Love Larson

Eva Von Bahr, Best Achievement in Costume Design
Jacqueline West

Bob Morgan, Best Adapted Screenplay
Jon Spaihts
(screenplay by)

Denis Villeneuve
(screenplay by)

Eric Roth
(screenplay by)"
tt0111797,tt0255653,,"$7,294,403","$7,294,403",2h 4m,7.8,Ang Lee,['https://www.imdb.com/name/nm0000487/'],"Sihung Lung, Kuei-Mei Yang, Yu-Wen Wang","['https://www.imdb.com/name/nm0485950/', 'https://www.imdb.com/name/nm0945992/', 'https://www.imdb.com/name/nm0911096/']","Best Foreign Language Film

Taiwan.",,"$4,467,615","$4,634,077",1h 42m,6.7,Maria Ripoll,['https://www.imdb.com/name/nm0728048/'],"Hector Elizondo, Jacqueline Obradors, Tamara Mello","['https://www.imdb.com/name/nm0001185/', 'https://www.imdb.com/name/nm0005283/', 'https://www.imdb.com/name/nm0005220/']","Outstanding Supporting Actress in a Motion Picture
Elizabeth Peña


Tied with Elpidia Carrillo for Bread and Roses (2000)., Outstanding Motion Picture, Outstanding Actor in a Motion Picture
Hector Elizondo, Outstanding Actress in a Motion Picture
Jacqueline Obradors, Outstanding Supporting Actor in a Motion Picture
Paul Rodriguez, Outstanding Director in a Motion Picture
Maria Ripoll, Outstanding Screenplay (Original or Adapted)
Ramón Menéndez

Vera Blasi"
tt0090424,tt1226273,,,,5h 7m,8.3,"Bob Peck, Joe Don Baker, Charles Kay","['https://www.imdb.com/name/nm0669629/', 'https://www.imdb.com/name/nm0000833/', 'https://www.imdb.com/name/nm0443016/']","Bob Peck, Joe Don Baker, Charles Kay","['https://www.imdb.com/name/nm0669629/', 'https://www.imdb.com/name/nm0000833/', 'https://www.imdb.com/name/nm0443016/']","Best Drama Series/Serial
Michael Wearing

Martin Campbell, Best Actor
Bob Peck, Best Film Cameraman
Andrew Dunn, Best Film Sound
Lyndon Bird

Rob James

Chris Swanton

Tony Quinn, Best Film Editor
Ardan Fisher

Dan Rae, Best Original Television Music
Eric Clapton

Michael Kamen, Best Actor
Joe Don Baker, Best Actress
Joanne Whalley, Best Make Up
Daphne Croker-Saunders, Best Graphics
Andy Coward

Linda Sherwood-Page, Best Design
Graeme Thomson","$80,000,000 (estimated)","$43,313,890","$81,126,522",1h 57m,6.6,Martin Campbell,['https://www.imdb.com/name/nm0132709/'],"Mel Gibson, Ray Winstone, Danny Huston","['https://www.imdb.com/name/nm0000154/', 'https://www.imdb.com/name/nm0935653/', 'https://www.imdb.com/name/nm0396812/']","Best Actress
Bojana Novakovic"
tt0072934,tt0082111,,,,1h 25m,7.1,Édouard Molinaro,['https://www.imdb.com/name/nm0596850/'],"Lino Ventura, Jacques Brel, Caroline Cellier","['https://www.imdb.com/name/nm0893341/', 'https://www.imdb.com/name/nm0107035/', 'https://www.imdb.com/name/nm0148142/']",,"$10,000,000 (estimated)","$7,258,543","$7,258,543",1h 36m,6.5,Billy Wilder,['https://www.imdb.com/name/nm0000697/'],"Jack Lemmon, Walter Matthau, Paula Prentiss","['https://www.imdb.com/name/nm0000493/', 'https://www.imdb.com/name/nm0000527/', 'https://www.imdb.com/name/nm0696038/']","Worst Supporting Actress
Paula Prentiss

            For 
        Saturday the 14th, Most Annoying Fake Accent: Male
Walter Matthau"
tt0319343,tt4147830,"$33,000,000 (estimated)","$178,053,220","$227,356,156",1h 37m,7.1,Jon Favreau,['https://www.imdb.com/name/nm0269463/'],"Will Ferrell, James Caan, Bob Newhart","['https://www.imdb.com/name/nm0002071/', 'https://www.imdb.com/name/nm0001001/', 'https://www.imdb.com/name/nm0627878/']","Top Box Office Films
John Debney

            For 
        Bruce Almighty",,,,43m,5.4,"Mark Caballero, Seamus Walsh","['https://www.imdb.com/name/nm0127455/', 'https://www.imdb.com/name/nm0909851/']","Jim Parsons, Mark Hamill, Rachael MacFarlane","['https://www.imdb.com/name/nm1433588/', 'https://www.imdb.com/name/nm0000434/', 'https://www.imdb.com/name/nm1484134/']","Outstanding Music Direction
Matthew Sklar
(music director)

Christopher Guardino
(music director)

National Broadcasting Company (NBC)"
tt0072951,tt0112985,,"$20,000,000","$20,000,000",1h 37m,6.3,John Hough,['https://www.imdb.com/name/nm0396421/'],"Eddie Albert, Ray Milland, Donald Pleasence","['https://www.imdb.com/name/nm0000734/', 'https://www.imdb.com/name/nm0001537/', 'https://www.imdb.com/name/nm0000587/']",,,,,1h 27m,6.2,Peter Rader,['https://www.imdb.com/name/nm0705474/'],"Robert Vaughn, Elisabeth Moss, Erik von Detten","['https://www.imdb.com/name/nm0001816/', 'https://www.imdb.com/name/nm0005253/', 'https://www.imdb.com/name/nm0902184/']",
tt0083907,tt1288558,"$350,000 (estimated)","$2,400,000","$2,895,379",1h 25m,7.4,Sam Raimi,['https://www.imdb.com/name/nm0000600/'],"Bruce Campbell, Ellen Sandweiss, Richard DeManincor","['https://www.imdb.com/name/nm0132257/', 'https://www.imdb.com/name/nm0762445/', 'https://www.imdb.com/name/nm0217822/']",Best Low-Budget Film,"$17,000,000 (estimated)","$54,239,856","$97,542,952",1h 31m,6.5,Fede Alvarez,['https://www.imdb.com/name/nm1793079/'],"Jane Levy, Shiloh Fernandez, Jessica Lucas","['https://www.imdb.com/name/nm3994408/', 'https://www.imdb.com/name/nm2057036/', 'https://www.imdb.com/name/nm1140300/']","Best Make-Up
Patrick Baxter

Jane O'Kane

Roger Murray"
tt0250258,tt0997152,,"$144,634","$13,782,896",2h,7.7,Oliver Hirschbiegel,['https://www.imdb.com/name/nm0386570/'],"Moritz Bleibtreu, Christian Berkel, Oliver Stokowski","['https://www.imdb.com/name/nm0001953/', 'https://www.imdb.com/name/nm0075321/', 'https://www.imdb.com/name/nm0831440/']",Oliver Hirschbiegel,"$21,800,000 (estimated)",,"$716,580",1h 36m,6.4,Paul T. Scheuring,['https://www.imdb.com/name/nm0771228/'],"Adrien Brody, Cam Gigandet, Forest Whitaker","['https://www.imdb.com/name/nm0004778/', 'https://www.imdb.com/name/nm1544217/', 'https://www.imdb.com/name/nm0001845/']",
tt0325655,tt0443594,"SGD 4,500,000 (estimated)","$512,049","$12,165,016",1h 39m,6.6,"Danny Pang, Oxide Chun Pang","['https://www.imdb.com/name/nm0659380/', 'https://www.imdb.com/name/nm0161152/']","Angelica Lee, Chutcha Rujinanon, Lawrence Chou","['https://www.imdb.com/name/nm0496806/', 'https://www.imdb.com/name/nm1210703/', 'https://www.imdb.com/name/nm1204831/']","Best Actress - Hong Kong/Taiwan
Angelica Lee

            For 
        Seung fei, Best Film - Hong Kong/Taiwan",,,$304,1h 44m,4.2,Shripal Morakhia,['https://www.imdb.com/name/nm1834214/'],"Urmila Matondkar, Anuj Sawhney, Malavika Nair","['https://www.imdb.com/name/nm0007107/', 'https://www.imdb.com/name/nm1394855/', 'https://www.imdb.com/name/nm1701861/']","Best Actress
Urmila Matondkar"
tt0325655,tt0406759,"SGD 4,500,000 (estimated)","$512,049","$12,165,016",1h 39m,6.6,"Danny Pang, Oxide Chun Pang","['https://www.imdb.com/name/nm0659380/', 'https://www.imdb.com/name/nm0161152/']","Angelica Lee, Chutcha Rujinanon, Lawrence Chou","['https://www.imdb.com/name/nm0496806/', 'https://www.imdb.com/name/nm1210703/', 'https://www.imdb.com/name/nm1204831/']","Best Actress - Hong Kong/Taiwan
Angelica Lee

            For 
        Seung fei, Best Film - Hong Kong/Taiwan","$12,000,000 (estimated)","$31,418,697","$58,010,320",1h 38m,5.4,"David Moreau, Xavier Palud","['https://www.imdb.com/name/nm1219963/', 'https://www.imdb.com/name/nm0658837/']","Jessica Alba, Alessandro Nivola, Parker Posey","['https://www.imdb.com/name/nm0004695/', 'https://www.imdb.com/name/nm0005273/', 'https://www.imdb.com/name/nm0000205/']","Best Supporting Actress
Parker Posey"
tt0080716,tt1395079,,"$21,202,829","$21,202,829",2h 14m,6.6,Alan Parker,['https://www.imdb.com/name/nm0000570/'],"Eddie Barth, Irene Cara, Lee Curreri","['https://www.imdb.com/name/nm0058532/', 'https://www.imdb.com/name/nm0001011/', 'https://www.imdb.com/name/nm0001087/']","Best Music, Original Song
Michael Gore
(music)

Dean Pitchford
(lyrics)


For the song ""Fame"", Best Music, Original Score
Michael Gore, Best Writing, Screenplay Written Directly for the Screen
Christopher Gore, Best Sound
Michael J. Kohut

Aaron Rochin

Jay M. Harding

Christopher Newman, Best Film Editing
Gerry Hambling, Best Music, Original Song
Michael Gore
(music)

Lesley Gore
(lyrics)


For the song ""Out Here on My Own""",,,,4h 5m,7.5,Kevin Dunn,['https://www.imdb.com/name/nm0242658/'],"Steve Austin, Richard Blood, Terry Funk","['https://www.imdb.com/name/nm0042524/', 'https://www.imdb.com/name/nm0089109/', 'https://www.imdb.com/name/nm0298750/']",
tt0026338,tt0045752,,,,1h 31m,6.4,Victor Fleming,['https://www.imdb.com/name/nm0281808/'],"Janet Gaynor, Henry Fonda, Charles Bickford","['https://www.imdb.com/name/nm0310980/', 'https://www.imdb.com/name/nm0000020/', 'https://www.imdb.com/name/nm0001948/']",,"$1,860,000 (estimated)",,,1h 21m,5.2,Henry Levin,['https://www.imdb.com/name/nm0505610/'],"Betty Grable, Dale Robertson, Thelma Ritter","['https://www.imdb.com/name/nm0002107/', 'https://www.imdb.com/name/nm0731783/', 'https://www.imdb.com/name/nm0728812/']",
tt0042451,tt0101862,,,,1h 32m,7.1,Vincente Minnelli,['https://www.imdb.com/name/nm0591486/'],"Spencer Tracy, Joan Bennett, Elizabeth Taylor","['https://www.imdb.com/name/nm0000075/', 'https://www.imdb.com/name/nm0000910/', 'https://www.imdb.com/name/nm0000072/']","Best Actor in a Leading Role
Spencer Tracy, Best Writing, Screenplay
Frances Goodrich

Albert Hackett, Best Picture
Pandro S. Berman","$20,000,000 (estimated)","$89,325,780","$89,325,780",1h 45m,6.5,Charles Shyer,['https://www.imdb.com/name/nm0796124/'],"Steve Martin, Diane Keaton, Martin Short","['https://www.imdb.com/name/nm0000188/', 'https://www.imdb.com/name/nm0000473/', 'https://www.imdb.com/name/nm0001737/']","Funniest Supporting Actor in a Motion Picture
Martin Short"
tt0042451,tt13249596,,,,1h 32m,7.1,Vincente Minnelli,['https://www.imdb.com/name/nm0591486/'],"Spencer Tracy, Joan Bennett, Elizabeth Taylor","['https://www.imdb.com/name/nm0000075/', 'https://www.imdb.com/name/nm0000910/', 'https://www.imdb.com/name/nm0000072/']","Best Actor in a Leading Role
Spencer Tracy, Best Writing, Screenplay
Frances Goodrich

Albert Hackett, Best Picture
Pandro S. Berman",,,,1h 57m,5.9,Gary Alazraki,['https://www.imdb.com/name/nm1890752/'],"Andy Garcia, Gloria Estefan, Adria Arjona","['https://www.imdb.com/name/nm0000412/', 'https://www.imdb.com/name/nm0002065/', 'https://www.imdb.com/name/nm5245722/']","Outstanding Writing in a Television Movie or Special
Matt Lopez"
tt0043526,tt0113041,"$941,000 (estimated)",,,1h 22m,6.5,Vincente Minnelli,['https://www.imdb.com/name/nm0591486/'],"Spencer Tracy, Joan Bennett, Elizabeth Taylor","['https://www.imdb.com/name/nm0000075/', 'https://www.imdb.com/name/nm0000910/', 'https://www.imdb.com/name/nm0000072/']","Outstanding Directorial Achievement in Motion Pictures
Vincente Minnelli","$30,000,000 (estimated)","$76,594,107","$76,594,107",1h 46m,6.0,Charles Shyer,['https://www.imdb.com/name/nm0796124/'],"Steve Martin, Diane Keaton, Martin Short","['https://www.imdb.com/name/nm0000188/', 'https://www.imdb.com/name/nm0000473/', 'https://www.imdb.com/name/nm0001737/']","Funniest Actor in a Motion Picture (Leading Role)
Steve Martin"
tt0118379,tt0101463,,,,1h,7.4,Joel Surnow,['https://www.imdb.com/name/nm0839695/'],"Peta Wilson, Don Francks, Eugene Robert Glazer","['https://www.imdb.com/name/nm0933959/', 'https://www.imdb.com/name/nm0290475/', 'https://www.imdb.com/name/nm0322239/']","Best Genre TV Actress
Peta Wilson",,,,1h 36m,5.8,Stephen Shin,['https://www.imdb.com/name/nm0793812/'],"Jade Leung, Simon Yam, Thomas Lam","['https://www.imdb.com/name/nm0504949/', 'https://www.imdb.com/name/nm0945189/', 'https://www.imdb.com/name/nm0482700/']","Best New Performer
Jade Leung"
tt0118379,tt0107843,,,,1h,7.4,Joel Surnow,['https://www.imdb.com/name/nm0839695/'],"Peta Wilson, Don Francks, Eugene Robert Glazer","['https://www.imdb.com/name/nm0933959/', 'https://www.imdb.com/name/nm0290475/', 'https://www.imdb.com/name/nm0322239/']","Best Genre TV Actress
Peta Wilson",,"$30,038,362","$30,038,362",1h 49m,6.1,John Badham,['https://www.imdb.com/name/nm0000824/'],"Bridget Fonda, Gabriel Byrne, Dermot Mulroney","['https://www.imdb.com/name/nm0000403/', 'https://www.imdb.com/name/nm0000321/', 'https://www.imdb.com/name/nm0000551/']",
